industry,job title,python,sql,tensor,keras,pytorch,spark,hadoop,aws,tableau,big_data,bi,flink,scikit,mongo,google_an,avg_salary
-1,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0
-1,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0
-1,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0
-1,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0
-1,Data Scientist,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,120.0
-1,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0
-1,Data Scientist,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,107.0
-1,Data Scientist,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,136.0
-1,Data Scientist,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,136.0
-1,Data Scientist,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,136.0
-1,Data Scientist,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,164.0
-1,Data Scientist,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,183.0
-1,Data Scientist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,183.0
-1,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.0
-1,Data Scientist,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.0
-1,Data Scientist,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,43.0
-1,Data Scientist,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,76.0
-1,Data Scientist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89.0
-1,Data Scientist,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,106.0
-1,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0
-1,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0
-1,Data Scientist,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,106.0
-1,Data Scientist,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,114.0
-1,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0
-1,Data Scientist,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,107.0
-1,Data Operations Lead,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,87.5
Accounting,Data Scientist,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,113.5
Accounting,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0
Accounting,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0
Accounting,Data Scientist,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,161.0
Advertising & Marketing,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.5
Advertising & Marketing,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.5
Advertising & Marketing,Data Scientist,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5
Advertising & Marketing,Senior Data Scientist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,110.0
Advertising & Marketing,Senior Data Engineer,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,134.0
Advertising & Marketing,Senior Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0
Advertising & Marketing,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0
Advertising & Marketing,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0
Advertising & Marketing,Senior Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0
Advertising & Marketing,Jr. Business Data Analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56.5
Advertising & Marketing,Analytics Manager,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,87.5
Advertising & Marketing,Analytics Manager,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,87.5
Advertising & Marketing,Market Research Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0
Advertising & Marketing,Jr. Business Data Analyst (position added 6/12/2020),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0
Advertising & Marketing,Analytics Manager,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99.0
Advertising & Marketing,Data Scientist - Research,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,56.5
Advertising & Marketing,Data Scientist,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,96.5
Advertising & Marketing,Staff BI and Data Engineer,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,114.0
Advertising & Marketing,Staff BI and Data Engineer,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,114.0
Advertising & Marketing,Data Scientist,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,136.0
Advertising & Marketing,Data Scientist,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,161.0
Advertising & Marketing,Data Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0
Advertising & Marketing,Senior Data Engineer,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,148.0
Advertising & Marketing,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0
Advertising & Marketing,Staff BI and Data Engineer,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,107.0
Advertising & Marketing,Director Data Science,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,161.5
Advertising & Marketing,Director Data Science,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,161.5
Advertising & Marketing,Data Analyst,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,65.5
Advertising & Marketing,Data Engineer,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,71.5
Advertising & Marketing,Data Engineer,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,71.5
Advertising & Marketing,Data Scientist,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83.5
Advertising & Marketing,Data Scientist,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,91.0
Advertising & Marketing,Data Scientist,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,91.0
Advertising & Marketing,Lead Data Scientist,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,100.0
Advertising & Marketing,Data Scientist,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,104.5
Advertising & Marketing,Data Scientist,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,104.5
Advertising & Marketing,Data Scientist,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114.5
Advertising & Marketing,Data Scientist,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,114.0
Advertising & Marketing,Data Scientist,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,136.0
Advertising & Marketing,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0
Advertising & Marketing,Principal Data Scientist - Machine Learning,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,76.0
Advertising & Marketing,Data Scientist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92.0
Advertising & Marketing,Data Analyst,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,103.0
Advertising & Marketing,Data Engineer (Remote),1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,105.0
Advertising & Marketing,Data Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0
Advertising & Marketing,Data Engineer,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,99.0
Advertising & Marketing,Principal Data Scientist - Machine Learning,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,107.0
Advertising & Marketing,Data Engineer,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,115.0
Aerospace & Defense,Spectral Scientist/Engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.5
Aerospace & Defense,Geospatial Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0
Aerospace & Defense,Data Scientist,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,133.0
Aerospace & Defense,Applied Computer Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0
Aerospace & Defense,Applied Computer Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0
Aerospace & Defense,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0
Aerospace & Defense,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0
Aerospace & Defense,Data Scientist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114.0
Aerospace & Defense,Systems Engineer II - Data Analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5
Aerospace & Defense,Systems Engineer II - Data Analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5
Aerospace & Defense,Data Scientist,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,109.5
Aerospace & Defense,Data Scientist,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,109.5
Aerospace & Defense,Data Scientist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136.0
Aerospace & Defense,Decision Scientist,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134.0
Aerospace & Defense,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.0
Aerospace & Defense,Data Scientist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,271.0
Aerospace & Defense,Decision Scientist,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43.0
Aerospace & Defense,Decision Scientist,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106.0
Aerospace & Defense,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.0
Aerospace & Defense,Principal Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0
Aerospace & Defense,Principal Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0
Aerospace & Defense,Machine Learning Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0
Aerospace & Defense,Machine Learning Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0
Aerospace & Defense,Data Scientist,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,96.0
Aerospace & Defense,Software Engineer Staff Scientist: Human Language Technologies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0
Aerospace & Defense,Data Engineer,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,105.5
Aerospace & Defense,Data Scientist,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0
Aerospace & Defense,Data Scientist,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,101.5
Aerospace & Defense,Big Data Engineer,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,118.5
Aerospace & Defense,Data Scientist,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,136.0
Aerospace & Defense,Data Scientist (TS/SCI w/ Poly),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0
Aerospace & Defense,Weapons and Sensors Engineer/Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0
Aerospace & Defense,Data Scientist,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,114.0
Aerospace & Defense,Data Scientist,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,114.0
Aerospace & Defense,Data Scientist,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,161.0
Aerospace & Defense,Data Scientist Technical Specialist,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,164.0
Aerospace & Defense,Data Scientist-Human Resources,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,154.0
Aerospace & Defense,Data Scientist (TS/SCI w/ Poly),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0
Aerospace & Defense,Weapons and Sensors Engineer/Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0
Aerospace & Defense,Data Engineer,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,148.0
Aerospace & Defense,Data Scientist Machine Learning,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,183.0
Aerospace & Defense,Data Scientist,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,271.0
Aerospace & Defense,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0
Aerospace & Defense,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0
Aerospace & Defense,Machine Learning Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0
Aerospace & Defense,Machine Learning Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0
Aerospace & Defense,Computer Scientist 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0
Aerospace & Defense,Data Scientist-Human Resources,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,120.0
Aerospace & Defense,Data Scientist,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,123.0
Aerospace & Defense,Data Scientist (TS/SCI),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,115.0
Aerospace & Defense,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.0
Aerospace & Defense,Data Science Analyst,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68.0
Aerospace & Defense,Radar Data Analyst,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0
Aerospace & Defense,Radar Data Analyst,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0
Aerospace & Defense,Data Scientist,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,72.0
Aerospace & Defense,Data Scientist,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,89.0
Aerospace & Defense,Machine Learning Engineer,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,100.5
Aerospace & Defense,Data Scientist,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,107.0
Aerospace & Defense,Data Scientist,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,110.0
Aerospace & Defense,Data Scientist,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,110.0
Aerospace & Defense,Senior Data Scientist,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,134.0
Aerospace & Defense,"Machine Learning Engineer, Sr.",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,148.0
Aerospace & Defense,Senior Data Scientist,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,271.0
Aerospace & Defense,Data Scientist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43.0
Aerospace & Defense,Machine Learning Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0
Aerospace & Defense,Senior Data Scientist,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.0
Aerospace & Defense,Data Scientist,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114.0
Aerospace & Defense,Machine Learning Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0
Aerospace & Defense,Senior Data Scientist,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,123.0
Aerospace & Defense,Machine Learning Engineer,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,115.0
Aerospace & Defense,Data Scientist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115.0
Architectural & Engineering Services,Project Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5
Architectural & Engineering Services,Staff Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.5
Architectural & Engineering Services,Associate Environmental Scientist - Wildlife Biologist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0
Architectural & Engineering Services,Associate Environmental Scientist - Wildlife Biologist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0
Architectural & Engineering Services,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.0
Architectural & Engineering Services,Data Scientist,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,120.0
Architectural & Engineering Services,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.0
Auctions & Galleries,Data Scientist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0
Banks & Credit Unions,Information Security Data Analyst,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,58.0
Banks & Credit Unions,Cloud Data Engineer (Azure),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136.0
Banks & Credit Unions,Enterprise Data Analyst (Enterprise Portfolio Management Office),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,148.0
Banks & Credit Unions,Cloud Data Engineer (Azure),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,148.0
Banks & Credit Unions,Diversity and Inclusion Data Analyst,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,120.0
Banks & Credit Unions,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.0
Banks & Credit Unions,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.0
Banks & Credit Unions,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5
Banks & Credit Unions,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5
Banks & Credit Unions,Data Scientist,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5
Banks & Credit Unions,Applied Technology Researcher / Data Scientist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115.0
Banks & Credit Unions,Marketing Data Analyst,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,49.0
Banks & Credit Unions,Marketing Data Analyst,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,49.0
Banks & Credit Unions,"Associate, Data Science, Internal Audit",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5
Banks & Credit Unions,"Associate, Data Science, Internal Audit",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5
Banks & Credit Unions,Data Scientist,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,99.5
Banks & Credit Unions,Data Scientist,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,99.5
Banks & Credit Unions,Data Analyst,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0
Beauty & Personal Accessories Stores,Data Analyst Chemist - Quality System Contractor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5
Biotech & Pharmaceuticals,"Sr. Scientist, Quantitative Translational Sciences",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.5
Biotech & Pharmaceuticals,"Sr. Scientist, Quantitative Translational Sciences",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.5
Biotech & Pharmaceuticals,"Director, Precision Medicine Clinical Biomarker Scientist",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,172.0
Biotech & Pharmaceuticals,"Scientist, Analytical Development",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0
Biotech & Pharmaceuticals,"Scientist, Analytical Development",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0
Biotech & Pharmaceuticals,Scientist - Biomarker and Flow Cytometry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5
Biotech & Pharmaceuticals,Scientist - Biomarker and Flow Cytometry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5
Biotech & Pharmaceuticals,Scientist - Biomarker and Flow Cytometry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5
Biotech & Pharmaceuticals,Staff Scientist- Upstream PD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
Biotech & Pharmaceuticals,Staff Scientist- Upstream PD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
Biotech & Pharmaceuticals,"Scientist, Molecular/Cellular Biologist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0
Biotech & Pharmaceuticals,"Scientist, Molecular/Cellular Biologist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0
Biotech & Pharmaceuticals,"Scientist, Molecular/Cellular Biologist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0
Biotech & Pharmaceuticals,Research Scientist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87.5
Biotech & Pharmaceuticals,"Sr Scientist, Immuno-Oncology - Oncology",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84.5
Biotech & Pharmaceuticals,"Sr Scientist, Immuno-Oncology - Oncology",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84.5
Biotech & Pharmaceuticals,Scientist - CVRM Metabolism - in vivo pharmacology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0
Biotech & Pharmaceuticals,"Scientist, Immuno-Oncology",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90.5
Biotech & Pharmaceuticals,"Scientist, Immuno-Oncology",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90.5
Biotech & Pharmaceuticals,"Associate Principal Scientist, Pharmacogenomics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0
Biotech & Pharmaceuticals,"Associate Principal Scientist, Pharmacogenomics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0
Biotech & Pharmaceuticals,"Scientist, Pharmacometrics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.5
Biotech & Pharmaceuticals,"Scientist, Pharmacometrics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.5
Biotech & Pharmaceuticals,"Principal, Data Science - Advanced Analytics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.5
Biotech & Pharmaceuticals,"Principal, Data Science - Advanced Analytics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.5
Biotech & Pharmaceuticals,Data Scientist in Translational Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.5
Biotech & Pharmaceuticals,"Scientist/Senior Scientist, Autoimmune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.5
Biotech & Pharmaceuticals,"Scientist/Senior Scientist, Autoimmune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.5
Biotech & Pharmaceuticals,"Scientist/Senior Scientist, Autoimmune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.5
Biotech & Pharmaceuticals,"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0
Biotech & Pharmaceuticals,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0
Biotech & Pharmaceuticals,Computer Vision / Deep Learning Scientist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136.0
Biotech & Pharmaceuticals,Computer Vision / Deep Learning Scientist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,164.0
Biotech & Pharmaceuticals,Scientist/Research Associate-Metabolic Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0
Biotech & Pharmaceuticals,"Development Scientist, Voltaren",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,185.0
